用户ID,兴趣类别,观看视频数,点赞视频数
3440,"CAT_057, CAT_003, CAT_126, CAT_041",119,42
3441,"CAT_205, CAT_063, CAT_206, CAT_130",121,45
3442,"CAT_157, CAT_035, CAT_110, CAT_165",100,30
3443,"CAT_015, CAT_175, CAT_124, CAT_198",142,46
3444,"CAT_050, CAT_011, CAT_207, CAT_039",103,45
3445,"CAT_165, CAT_217, CAT_048, CAT_175, CAT_098, CAT_080",114,41
3446,"CAT_139, CAT_082, CAT_034, CAT_175, CAT_111, CAT_021",104,52
3447,"CAT_163, CAT_084, CAT_071, CAT_014, CAT_195, CAT_124",149,63
3448,"CAT_148, CAT_126, CAT_039, CAT_104",104,38
3449,"CAT_134, CAT_162, CAT_067, CAT_114, CAT_051, CAT_143",130,59
3450,"CAT_040, CAT_090, CAT_084, CAT_188, CAT_003",119,48
3451,"CAT_113, CAT_220, CAT_008, CAT_141, CAT_090, CAT_140",121,49
3452,"CAT_041, CAT_107, CAT_183, CAT_204, CAT_140",106,44
3453,"CAT_212, CAT_193, CAT_217, CAT_127, CAT_197",107,34
3454,"CAT_006, CAT_138, CAT_079, CAT_029",107,44
3455,"CAT_004, CAT_192, CAT_098, CAT_001, CAT_099",88,24
3456,"CAT_195, CAT_105, CAT_185, CAT_031",105,42
3457,"CAT_119, CAT_048, CAT_219, CAT_176, CAT_152",115,51
3458,"CAT_149, CAT_062, CAT_023, CAT_054",118,48
3459,"CAT_084, CAT_133, CAT_027, CAT_050, CAT_160, CAT_002",130,57
3460,"CAT_078, CAT_158, CAT_005, CAT_134",113,55
3461,"CAT_134, CAT_084, CAT_090, CAT_057, CAT_012, CAT_005",145,68
3462,"CAT_176, CAT_008, CAT_124, CAT_104",124,55
3463,"CAT_032, CAT_042, CAT_011, CAT_131",88,29
3464,"CAT_095, CAT_201, CAT_137, CAT_029, CAT_062, CAT_088",118,40
3465,"CAT_020, CAT_051, CAT_090, CAT_217, CAT_047, CAT_001",111,49
3466,"CAT_050, CAT_179, CAT_094, CAT_006, CAT_059, CAT_099",124,55
3467,"CAT_147, CAT_186, CAT_071, CAT_208, CAT_198, CAT_172",114,48
3468,"CAT_066, CAT_154, CAT_010, CAT_219",132,58
3469,"CAT_194, CAT_210, CAT_156, CAT_024, CAT_111",114,50
3470,"CAT_019, CAT_049, CAT_033, CAT_174, CAT_058",93,50
3471,"CAT_041, CAT_212, CAT_204, CAT_032",116,49
3472,"CAT_032, CAT_177, CAT_095, CAT_143, CAT_024, CAT_191",122,59
3473,"CAT_022, CAT_141, CAT_211, CAT_064, CAT_214",139,51
3474,"CAT_164, CAT_017, CAT_077, CAT_215",108,38
3475,"CAT_036, CAT_040, CAT_209, CAT_044, CAT_029, CAT_025",113,39
3476,"CAT_148, CAT_112, CAT_130, CAT_201",155,67
3477,"CAT_051, CAT_028, CAT_027, CAT_159, CAT_054",98,40
3478,"CAT_057, CAT_189, CAT_032, CAT_153",146,50
3479,"CAT_142, CAT_030, CAT_120, CAT_135, CAT_125",151,61
3480,"CAT_103, CAT_169, CAT_205, CAT_033",104,43
3481,"CAT_104, CAT_085, CAT_165, CAT_048, CAT_162",96,39
3482,"CAT_215, CAT_043, CAT_120, CAT_221",114,45
3483,"CAT_040, CAT_126, CAT_136, CAT_043, CAT_094",123,45
3484,"CAT_107, CAT_163, CAT_188, CAT_108, CAT_061, CAT_058",128,43
3485,"CAT_142, CAT_199, CAT_045, CAT_092, CAT_075",121,50
3486,"CAT_122, CAT_096, CAT_046, CAT_093",118,36
3487,"CAT_057, CAT_174, CAT_220, CAT_084",135,62
3488,"CAT_113, CAT_032, CAT_191, CAT_094, CAT_126, CAT_181",120,58
3489,"CAT_201, CAT_119, CAT_123, CAT_097",92,30
3490,"CAT_107, CAT_063, CAT_111, CAT_145, CAT_026, CAT_091",152,53
3491,"CAT_180, CAT_148, CAT_063, CAT_083, CAT_155",107,56
3492,"CAT_014, CAT_131, CAT_210, CAT_145",106,45
3493,"CAT_137, CAT_107, CAT_151, CAT_069",128,49
3494,"CAT_143, CAT_080, CAT_207, CAT_067, CAT_128",118,44
3495,"CAT_210, CAT_186, CAT_168, CAT_136",118,42
3496,"CAT_117, CAT_079, CAT_017, CAT_135, CAT_197, CAT_062",79,28
3497,"CAT_134, CAT_204, CAT_189, CAT_035",129,47
3498,"CAT_155, CAT_029, CAT_082, CAT_049, CAT_092, CAT_177",103,46
3499,"CAT_039, CAT_016, CAT_149, CAT_110, CAT_057",90,45
3500,"CAT_013, CAT_100, CAT_095, CAT_181",127,56
3501,"CAT_184, CAT_134, CAT_148, CAT_198",153,52
3502,"CAT_082, CAT_109, CAT_045, CAT_155",132,49
3503,"CAT_120, CAT_178, CAT_078, CAT_102, CAT_044",126,40
3504,"CAT_066, CAT_181, CAT_050, CAT_174, CAT_175, CAT_039",141,51
3505,"CAT_142, CAT_178, CAT_222, CAT_193",117,36
3506,"CAT_142, CAT_137, CAT_095, CAT_107, CAT_125, CAT_133",121,53
3507,"CAT_176, CAT_196, CAT_107, CAT_143, CAT_201",125,59
3508,"CAT_061, CAT_190, CAT_056, CAT_135",101,37
3509,"CAT_123, CAT_102, CAT_130, CAT_187, CAT_051",119,50
3510,"CAT_079, CAT_052, CAT_221, CAT_041, CAT_184",107,38
3511,"CAT_026, CAT_072, CAT_187, CAT_057, CAT_185, CAT_097",119,42
3512,"CAT_080, CAT_105, CAT_083, CAT_219",133,52
3513,"CAT_067, CAT_115, CAT_175, CAT_147, CAT_200, CAT_045",103,46
3514,"CAT_105, CAT_206, CAT_034, CAT_164",90,37
3515,"CAT_111, CAT_016, CAT_092, CAT_047",111,45
3516,"CAT_192, CAT_184, CAT_072, CAT_197, CAT_020",120,54
3517,"CAT_026, CAT_155, CAT_141, CAT_075",148,55
3518,"CAT_046, CAT_141, CAT_010, CAT_149, CAT_153",104,42
3519,"CAT_170, CAT_187, CAT_115, CAT_005",134,58
3520,"CAT_050, CAT_160, CAT_028, CAT_194, CAT_067, CAT_042",116,48
3521,"CAT_125, CAT_208, CAT_078, CAT_096, CAT_084, CAT_202",113,40
3522,"CAT_169, CAT_165, CAT_139, CAT_001, CAT_157",116,42
3523,"CAT_146, CAT_210, CAT_104, CAT_106, CAT_176, CAT_077",107,48
3524,"CAT_135, CAT_119, CAT_040, CAT_029",101,42
3525,"CAT_138, CAT_005, CAT_067, CAT_107, CAT_108",114,47
3526,"CAT_163, CAT_180, CAT_134, CAT_119",106,46
3527,"CAT_191, CAT_005, CAT_133, CAT_058",116,48
3528,"CAT_067, CAT_207, CAT_070, CAT_009, CAT_024, CAT_118",95,45
3529,"CAT_193, CAT_083, CAT_081, CAT_180",139,62
3530,"CAT_221, CAT_079, CAT_121, CAT_018, CAT_041",133,50
3531,"CAT_175, CAT_117, CAT_131, CAT_158, CAT_177",92,43
3532,"CAT_023, CAT_040, CAT_030, CAT_014, CAT_078, CAT_217",124,49
3533,"CAT_024, CAT_220, CAT_074, CAT_009, CAT_201",113,50
3534,"CAT_202, CAT_176, CAT_100, CAT_130, CAT_014",115,46
3535,"CAT_064, CAT_044, CAT_204, CAT_196, CAT_217, CAT_097",128,50
3536,"CAT_048, CAT_166, CAT_027, CAT_183, CAT_216",122,42
3537,"CAT_152, CAT_104, CAT_029, CAT_213",126,51
3538,"CAT_089, CAT_221, CAT_202, CAT_218",146,53
3539,"CAT_139, CAT_065, CAT_063, CAT_008, CAT_028, CAT_046",116,48
3540,"CAT_050, CAT_113, CAT_048, CAT_082",145,53
3541,"CAT_081, CAT_063, CAT_183, CAT_054, CAT_046",99,50
3542,"CAT_166, CAT_189, CAT_019, CAT_025, CAT_105",111,51
3543,"CAT_077, CAT_111, CAT_157, CAT_216, CAT_012, CAT_120",76,29
3544,"CAT_072, CAT_173, CAT_085, CAT_017, CAT_204",114,54
3545,"CAT_205, CAT_163, CAT_198, CAT_022, CAT_082, CAT_005",100,30
3546,"CAT_038, CAT_134, CAT_198, CAT_057, CAT_042",105,38
3547,"CAT_050, CAT_101, CAT_074, CAT_018, CAT_203, CAT_060",127,52
3548,"CAT_162, CAT_055, CAT_090, CAT_048",115,51
3549,"CAT_210, CAT_135, CAT_190, CAT_040, CAT_177",154,64
3550,"CAT_121, CAT_016, CAT_033, CAT_043, CAT_199, CAT_057",115,56
3551,"CAT_047, CAT_069, CAT_203, CAT_030, CAT_035, CAT_220",98,42
3552,"CAT_102, CAT_152, CAT_049, CAT_083, CAT_008, CAT_209",109,45
3553,"CAT_070, CAT_017, CAT_220, CAT_174",150,54
3554,"CAT_180, CAT_029, CAT_183, CAT_208, CAT_013, CAT_045",117,50
3555,"CAT_058, CAT_053, CAT_090, CAT_199",141,53
3556,"CAT_050, CAT_017, CAT_060, CAT_020",141,52
3557,"CAT_153, CAT_084, CAT_000, CAT_041, CAT_124, CAT_032",113,49
3558,"CAT_084, CAT_110, CAT_197, CAT_218, CAT_040",89,41
3559,"CAT_149, CAT_214, CAT_067, CAT_182, CAT_184",115,50
3560,"CAT_193, CAT_017, CAT_053, CAT_092, CAT_199",113,34
3561,"CAT_211, CAT_001, CAT_038, CAT_093, CAT_164",150,58
3562,"CAT_043, CAT_139, CAT_120, CAT_010, CAT_195, CAT_099",101,41
3563,"CAT_062, CAT_124, CAT_052, CAT_000, CAT_103",137,49
3564,"CAT_107, CAT_038, CAT_112, CAT_165, CAT_192, CAT_151",131,54
3565,"CAT_166, CAT_060, CAT_108, CAT_123",129,47
3566,"CAT_090, CAT_075, CAT_151, CAT_124, CAT_095, CAT_081",124,48
3567,"CAT_191, CAT_109, CAT_175, CAT_002, CAT_023, CAT_215",100,35
3568,"CAT_176, CAT_146, CAT_045, CAT_001, CAT_163",112,43
3569,"CAT_150, CAT_162, CAT_172, CAT_139, CAT_054, CAT_069",128,52
3570,"CAT_110, CAT_212, CAT_100, CAT_022",108,29
3571,"CAT_108, CAT_010, CAT_046, CAT_183",111,33
3572,"CAT_182, CAT_131, CAT_006, CAT_107, CAT_143",122,46
3573,"CAT_057, CAT_136, CAT_168, CAT_204",129,53
3574,"CAT_097, CAT_038, CAT_051, CAT_021, CAT_048, CAT_087",119,40
3575,"CAT_151, CAT_091, CAT_035, CAT_078, CAT_121",142,59
3576,"CAT_092, CAT_007, CAT_127, CAT_076, CAT_191",121,39
3577,"CAT_139, CAT_148, CAT_102, CAT_141",88,41
3578,"CAT_066, CAT_200, CAT_193, CAT_178, CAT_201, CAT_090",132,46
3579,"CAT_157, CAT_148, CAT_084, CAT_090, CAT_153",103,43
3580,"CAT_190, CAT_160, CAT_142, CAT_018, CAT_119",127,52
3581,"CAT_142, CAT_101, CAT_089, CAT_119, CAT_128, CAT_219",108,49
3582,"CAT_079, CAT_140, CAT_004, CAT_123, CAT_109, CAT_121",110,38
3583,"CAT_001, CAT_067, CAT_162, CAT_117",94,40
3584,"CAT_189, CAT_161, CAT_030, CAT_221, CAT_056, CAT_057",127,48
3585,"CAT_145, CAT_096, CAT_194, CAT_033, CAT_221",137,53
3586,"CAT_012, CAT_145, CAT_071, CAT_072",116,47
3587,"CAT_120, CAT_167, CAT_158, CAT_019",147,60
3588,"CAT_015, CAT_097, CAT_069, CAT_061, CAT_125",111,48
3589,"CAT_081, CAT_030, CAT_042, CAT_190",120,44
3590,"CAT_006, CAT_143, CAT_154, CAT_011",122,51
3591,"CAT_105, CAT_049, CAT_100, CAT_071",79,30
3592,"CAT_173, CAT_202, CAT_155, CAT_021, CAT_076, CAT_059",116,50
3593,"CAT_024, CAT_100, CAT_202, CAT_209, CAT_181, CAT_200",141,54
3594,"CAT_015, CAT_168, CAT_219, CAT_101",129,52
3595,"CAT_088, CAT_123, CAT_188, CAT_107, CAT_076, CAT_042",119,52
3596,"CAT_004, CAT_193, CAT_054, CAT_192, CAT_111, CAT_172",117,36
3597,"CAT_076, CAT_086, CAT_144, CAT_125, CAT_219, CAT_181",120,54
3598,"CAT_156, CAT_152, CAT_049, CAT_200, CAT_065, CAT_041",108,46
3599,"CAT_052, CAT_195, CAT_009, CAT_054, CAT_143, CAT_089",132,56
3600,"CAT_052, CAT_220, CAT_025, CAT_107, CAT_142",101,44
3601,"CAT_001, CAT_085, CAT_135, CAT_162, CAT_128, CAT_066",129,51
3602,"CAT_150, CAT_176, CAT_005, CAT_192, CAT_136",105,43
3603,"CAT_007, CAT_096, CAT_159, CAT_142",129,56
3604,"CAT_194, CAT_199, CAT_011, CAT_051, CAT_099",121,49
3605,"CAT_198, CAT_192, CAT_143, CAT_062, CAT_047, CAT_082",124,31
3606,"CAT_002, CAT_132, CAT_190, CAT_184, CAT_083, CAT_171",125,56
3607,"CAT_035, CAT_166, CAT_211, CAT_111, CAT_169, CAT_103",126,57
3608,"CAT_219, CAT_073, CAT_154, CAT_079, CAT_158",115,48
3609,"CAT_044, CAT_111, CAT_204, CAT_057, CAT_212, CAT_181",117,44
3610,"CAT_220, CAT_140, CAT_016, CAT_148, CAT_059",99,39
3611,"CAT_035, CAT_052, CAT_203, CAT_155, CAT_197, CAT_017",95,43
3612,"CAT_094, CAT_024, CAT_147, CAT_100, CAT_180",105,37
3613,"CAT_090, CAT_207, CAT_025, CAT_183, CAT_007",109,50
3614,"CAT_037, CAT_091, CAT_078, CAT_100, CAT_168",134,53
3615,"CAT_034, CAT_123, CAT_025, CAT_057, CAT_117, CAT_048",110,45
3616,"CAT_065, CAT_211, CAT_176, CAT_141, CAT_208, CAT_094",129,50
3617,"CAT_160, CAT_011, CAT_124, CAT_199, CAT_132",108,41
3618,"CAT_146, CAT_215, CAT_109, CAT_066, CAT_038, CAT_177",128,47
3619,"CAT_083, CAT_009, CAT_013, CAT_123, CAT_099, CAT_155",104,42
3620,"CAT_163, CAT_110, CAT_030, CAT_204, CAT_052",124,46
3621,"CAT_149, CAT_058, CAT_035, CAT_176",116,53
3622,"CAT_205, CAT_219, CAT_085, CAT_001, CAT_141",113,51
3623,"CAT_213, CAT_134, CAT_130, CAT_184, CAT_065, CAT_068",102,43
3624,"CAT_222, CAT_039, CAT_132, CAT_047",106,43
3625,"CAT_210, CAT_088, CAT_051, CAT_191",118,54
3626,"CAT_006, CAT_040, CAT_096, CAT_179, CAT_055, CAT_100",103,45
3627,"CAT_071, CAT_099, CAT_069, CAT_004, CAT_001",102,41
3628,"CAT_167, CAT_030, CAT_012, CAT_083, CAT_187",124,42
3629,"CAT_012, CAT_161, CAT_222, CAT_058",135,51
3630,"CAT_216, CAT_205, CAT_105, CAT_099",103,31
3631,"CAT_009, CAT_185, CAT_122, CAT_149",147,58
3632,"CAT_040, CAT_050, CAT_076, CAT_140",131,45
3633,"CAT_007, CAT_039, CAT_110, CAT_215, CAT_021, CAT_111",104,35
3634,"CAT_217, CAT_040, CAT_078, CAT_014, CAT_045",154,67
3635,"CAT_066, CAT_031, CAT_017, CAT_219",117,34
3636,"CAT_047, CAT_108, CAT_086, CAT_068, CAT_169, CAT_041",79,34
3637,"CAT_061, CAT_095, CAT_116, CAT_147",106,49
3638,"CAT_036, CAT_001, CAT_183, CAT_072, CAT_209, CAT_084",112,45
3639,"CAT_089, CAT_056, CAT_178, CAT_059, CAT_139, CAT_104",120,48
3640,"CAT_154, CAT_077, CAT_089, CAT_165",152,66
3641,"CAT_114, CAT_093, CAT_127, CAT_140, CAT_051",131,59
3642,"CAT_131, CAT_093, CAT_211, CAT_185, CAT_169",137,58
3643,"CAT_173, CAT_107, CAT_037, CAT_092, CAT_085, CAT_176",117,44
3644,"CAT_170, CAT_016, CAT_127, CAT_189, CAT_039",117,46
3645,"CAT_220, CAT_119, CAT_212, CAT_006, CAT_171",111,36
3646,"CAT_092, CAT_019, CAT_199, CAT_009, CAT_182, CAT_042",97,42
3647,"CAT_064, CAT_183, CAT_130, CAT_069",128,53
3648,"CAT_044, CAT_009, CAT_200, CAT_179, CAT_052",133,52
3649,"CAT_005, CAT_076, CAT_146, CAT_182, CAT_110, CAT_094",118,45
3650,"CAT_028, CAT_004, CAT_216, CAT_115, CAT_017",125,47
3651,"CAT_221, CAT_039, CAT_198, CAT_082, CAT_130, CAT_179",119,52
3652,"CAT_162, CAT_054, CAT_082, CAT_041, CAT_181, CAT_011",122,60
3653,"CAT_028, CAT_176, CAT_215, CAT_160",132,56
3654,"CAT_173, CAT_050, CAT_118, CAT_069, CAT_165",100,40
3655,"CAT_056, CAT_216, CAT_210, CAT_179, CAT_134",129,59
3656,"CAT_137, CAT_146, CAT_190, CAT_174, CAT_120, CAT_072",113,42
3657,"CAT_049, CAT_022, CAT_107, CAT_093, CAT_128",124,54
3658,"CAT_024, CAT_181, CAT_105, CAT_020, CAT_076",122,55
3659,"CAT_001, CAT_153, CAT_085, CAT_095, CAT_168, CAT_100",119,41
3660,"CAT_074, CAT_015, CAT_212, CAT_095",138,54
3661,"CAT_086, CAT_176, CAT_062, CAT_028, CAT_065",118,48
3662,"CAT_136, CAT_146, CAT_165, CAT_134, CAT_178, CAT_090",120,44
3663,"CAT_081, CAT_106, CAT_088, CAT_202, CAT_154, CAT_089",121,45
3664,"CAT_004, CAT_137, CAT_038, CAT_025, CAT_214, CAT_205",99,39
3665,"CAT_092, CAT_096, CAT_136, CAT_134",160,65
3666,"CAT_024, CAT_202, CAT_120, CAT_144, CAT_047",101,46
3667,"CAT_109, CAT_120, CAT_080, CAT_067",134,58
3668,"CAT_063, CAT_145, CAT_141, CAT_216, CAT_185, CAT_100",139,54
3669,"CAT_151, CAT_037, CAT_114, CAT_199, CAT_088, CAT_089",124,55
3670,"CAT_063, CAT_176, CAT_144, CAT_101, CAT_097",117,38
3671,"CAT_127, CAT_130, CAT_161, CAT_051, CAT_185",107,42
3672,"CAT_023, CAT_199, CAT_212, CAT_191",113,41
3673,"CAT_002, CAT_042, CAT_152, CAT_179, CAT_197, CAT_137",103,42
3674,"CAT_061, CAT_093, CAT_069, CAT_164, CAT_134, CAT_181",126,46
3675,"CAT_115, CAT_150, CAT_037, CAT_108, CAT_215",114,38
3676,"CAT_089, CAT_047, CAT_215, CAT_178, CAT_054",145,57
3677,"CAT_045, CAT_049, CAT_043, CAT_134, CAT_084",107,46
3678,"CAT_106, CAT_046, CAT_088, CAT_135, CAT_068",118,50
3679,"CAT_018, CAT_049, CAT_100, CAT_125, CAT_168, CAT_052",111,42
3680,"CAT_029, CAT_198, CAT_049, CAT_013, CAT_193",114,46
3681,"CAT_000, CAT_095, CAT_031, CAT_021, CAT_220, CAT_024",104,46
3682,"CAT_011, CAT_213, CAT_018, CAT_063",114,50
3683,"CAT_033, CAT_206, CAT_099, CAT_171",116,43
3684,"CAT_183, CAT_060, CAT_084, CAT_153",126,47
3685,"CAT_135, CAT_153, CAT_046, CAT_193, CAT_152",99,36
3686,"CAT_042, CAT_015, CAT_177, CAT_137",101,42
3687,"CAT_203, CAT_073, CAT_200, CAT_106",127,53
3688,"CAT_167, CAT_057, CAT_038, CAT_082, CAT_053",109,55
3689,"CAT_198, CAT_165, CAT_012, CAT_016, CAT_210, CAT_038",98,33
3690,"CAT_035, CAT_079, CAT_123, CAT_133, CAT_216, CAT_102",154,56
3691,"CAT_173, CAT_143, CAT_011, CAT_048, CAT_089, CAT_052",121,51
3692,"CAT_063, CAT_190, CAT_122, CAT_059, CAT_189",123,61
3693,"CAT_212, CAT_187, CAT_110, CAT_045",102,41
3694,"CAT_195, CAT_027, CAT_098, CAT_211, CAT_103, CAT_035",117,50
3695,"CAT_056, CAT_090, CAT_135, CAT_129",115,47
3696,"CAT_174, CAT_114, CAT_151, CAT_194",104,40
3697,"CAT_087, CAT_135, CAT_178, CAT_136, CAT_018, CAT_153",149,48
3698,"CAT_040, CAT_140, CAT_126, CAT_121, CAT_129, CAT_101",122,50
3699,"CAT_173, CAT_064, CAT_120, CAT_167, CAT_101",123,49
3700,"CAT_003, CAT_054, CAT_168, CAT_170, CAT_001, CAT_004",114,45
3701,"CAT_029, CAT_021, CAT_093, CAT_178",139,52
3702,"CAT_115, CAT_010, CAT_158, CAT_114, CAT_169",149,63
3703,"CAT_016, CAT_195, CAT_166, CAT_056, CAT_085",113,48
3704,"CAT_171, CAT_026, CAT_064, CAT_011, CAT_046",115,51
3705,"CAT_040, CAT_147, CAT_137, CAT_193, CAT_066",135,56
3706,"CAT_023, CAT_222, CAT_149, CAT_062, CAT_109",135,47
3707,"CAT_183, CAT_075, CAT_136, CAT_122, CAT_178",115,45
3708,"CAT_058, CAT_182, CAT_121, CAT_167",107,48
3709,"CAT_061, CAT_091, CAT_023, CAT_077, CAT_088",106,49
3710,"CAT_180, CAT_107, CAT_054, CAT_083, CAT_038, CAT_215",125,55
3711,"CAT_162, CAT_084, CAT_146, CAT_121, CAT_087, CAT_125",109,45
3712,"CAT_185, CAT_034, CAT_221, CAT_192",97,46
3713,"CAT_159, CAT_187, CAT_016, CAT_086, CAT_160",113,48
3714,"CAT_001, CAT_167, CAT_179, CAT_062, CAT_042, CAT_208",90,36
3715,"CAT_000, CAT_222, CAT_026, CAT_213, CAT_155",139,51
3716,"CAT_063, CAT_000, CAT_105, CAT_067, CAT_208",128,55
3717,"CAT_192, CAT_126, CAT_022, CAT_011, CAT_194",113,45
3718,"CAT_095, CAT_048, CAT_178, CAT_177, CAT_136",118,55
3719,"CAT_092, CAT_155, CAT_146, CAT_047, CAT_207",90,30
3720,"CAT_218, CAT_095, CAT_202, CAT_027",104,31
3721,"CAT_157, CAT_120, CAT_175, CAT_148, CAT_193, CAT_009",122,47
3722,"CAT_176, CAT_072, CAT_132, CAT_034, CAT_092",102,42
3723,"CAT_208, CAT_074, CAT_118, CAT_150",127,54
3724,"CAT_081, CAT_155, CAT_051, CAT_158",128,58
3725,"CAT_163, CAT_195, CAT_060, CAT_176, CAT_159, CAT_066",117,49
3726,"CAT_055, CAT_146, CAT_178, CAT_007",123,56
3727,"CAT_148, CAT_131, CAT_096, CAT_098, CAT_164",133,54
3728,"CAT_165, CAT_028, CAT_113, CAT_021",133,61
3729,"CAT_115, CAT_053, CAT_071, CAT_000, CAT_085, CAT_029",137,56
3730,"CAT_152, CAT_035, CAT_114, CAT_196, CAT_032, CAT_030",120,55
3731,"CAT_036, CAT_145, CAT_015, CAT_078, CAT_115",138,54
3732,"CAT_012, CAT_095, CAT_116, CAT_150",121,44
3733,"CAT_119, CAT_171, CAT_114, CAT_002",114,53
3734,"CAT_209, CAT_219, CAT_129, CAT_090, CAT_221",91,36
3735,"CAT_181, CAT_219, CAT_034, CAT_183, CAT_030",94,35
3736,"CAT_168, CAT_128, CAT_058, CAT_190",111,41
3737,"CAT_209, CAT_132, CAT_186, CAT_044, CAT_008, CAT_036",78,31
3738,"CAT_121, CAT_130, CAT_022, CAT_178",143,55
3739,"CAT_203, CAT_193, CAT_071, CAT_198",83,30
3740,"CAT_184, CAT_107, CAT_128, CAT_129, CAT_112",105,53
3741,"CAT_187, CAT_122, CAT_128, CAT_196, CAT_083, CAT_108",140,50
3742,"CAT_158, CAT_109, CAT_086, CAT_181, CAT_002",121,58
3743,"CAT_214, CAT_033, CAT_207, CAT_209, CAT_220",138,66
3744,"CAT_014, CAT_188, CAT_092, CAT_046, CAT_149, CAT_028",114,45
3745,"CAT_145, CAT_156, CAT_204, CAT_050, CAT_131",134,64
3746,"CAT_062, CAT_039, CAT_207, CAT_093, CAT_043",87,31
3747,"CAT_052, CAT_078, CAT_025, CAT_167, CAT_210",103,40
3748,"CAT_160, CAT_159, CAT_221, CAT_057",116,53
3749,"CAT_082, CAT_112, CAT_122, CAT_166, CAT_015, CAT_050",105,35
3750,"CAT_212, CAT_214, CAT_090, CAT_156",106,48
3751,"CAT_153, CAT_189, CAT_042, CAT_037, CAT_060",126,57
3752,"CAT_068, CAT_110, CAT_140, CAT_018",122,33
3753,"CAT_070, CAT_087, CAT_172, CAT_149",105,41
3754,"CAT_107, CAT_140, CAT_096, CAT_191, CAT_074",109,39
3755,"CAT_091, CAT_127, CAT_165, CAT_112",124,52
3756,"CAT_056, CAT_194, CAT_017, CAT_175, CAT_221, CAT_168",130,58
3757,"CAT_031, CAT_048, CAT_041, CAT_168, CAT_158, CAT_205",144,61
3758,"CAT_146, CAT_209, CAT_022, CAT_089, CAT_088, CAT_184",147,60
3759,"CAT_183, CAT_020, CAT_118, CAT_184, CAT_166, CAT_128",132,69
3760,"CAT_010, CAT_172, CAT_075, CAT_099, CAT_148",126,60
3761,"CAT_143, CAT_024, CAT_122, CAT_107, CAT_127, CAT_076",109,47
3762,"CAT_087, CAT_023, CAT_219, CAT_096, CAT_126, CAT_117",136,56
3763,"CAT_138, CAT_212, CAT_215, CAT_214, CAT_167, CAT_124",123,42
3764,"CAT_100, CAT_219, CAT_190, CAT_056, CAT_038, CAT_088",138,49
3765,"CAT_175, CAT_221, CAT_052, CAT_107, CAT_209, CAT_120",135,44
3766,"CAT_011, CAT_101, CAT_205, CAT_025, CAT_099",106,39
3767,"CAT_083, CAT_013, CAT_116, CAT_080, CAT_001, CAT_030",94,50
3768,"CAT_156, CAT_165, CAT_027, CAT_117",113,35
3769,"CAT_029, CAT_203, CAT_047, CAT_084",128,61
3770,"CAT_136, CAT_126, CAT_199, CAT_142, CAT_160",89,29
3771,"CAT_197, CAT_133, CAT_052, CAT_153, CAT_135, CAT_118",132,54
3772,"CAT_012, CAT_213, CAT_134, CAT_077",100,36
3773,"CAT_014, CAT_008, CAT_190, CAT_101, CAT_092",110,49
3774,"CAT_217, CAT_156, CAT_090, CAT_118, CAT_007, CAT_176",153,60
3775,"CAT_075, CAT_209, CAT_066, CAT_013, CAT_083",141,43
3776,"CAT_164, CAT_014, CAT_163, CAT_010",142,67
3777,"CAT_205, CAT_029, CAT_135, CAT_058",114,51
3778,"CAT_134, CAT_167, CAT_156, CAT_113",147,64
3779,"CAT_181, CAT_068, CAT_133, CAT_108, CAT_086, CAT_056",128,51
3780,"CAT_142, CAT_167, CAT_178, CAT_201, CAT_008",120,48
3781,"CAT_100, CAT_068, CAT_161, CAT_007",152,61
3782,"CAT_072, CAT_201, CAT_103, CAT_128, CAT_094, CAT_146",103,44
3783,"CAT_145, CAT_127, CAT_050, CAT_181",103,50
3784,"CAT_118, CAT_157, CAT_126, CAT_097, CAT_128",123,54
3785,"CAT_141, CAT_070, CAT_219, CAT_210",93,48
3786,"CAT_082, CAT_218, CAT_138, CAT_044",112,43
3787,"CAT_100, CAT_040, CAT_164, CAT_136",121,50
3788,"CAT_068, CAT_021, CAT_083, CAT_092, CAT_099, CAT_134",130,45
3789,"CAT_053, CAT_171, CAT_168, CAT_155, CAT_188",137,41
3790,"CAT_039, CAT_001, CAT_109, CAT_165, CAT_160, CAT_016",139,67
3791,"CAT_121, CAT_208, CAT_094, CAT_204, CAT_219",107,34
3792,"CAT_035, CAT_100, CAT_175, CAT_109, CAT_108",128,43
3793,"CAT_165, CAT_089, CAT_050, CAT_030, CAT_111, CAT_173",101,38
3794,"CAT_110, CAT_206, CAT_194, CAT_018, CAT_073, CAT_065",142,65
3795,"CAT_039, CAT_096, CAT_030, CAT_162, CAT_219, CAT_177",117,49
3796,"CAT_107, CAT_213, CAT_020, CAT_129",140,59
3797,"CAT_216, CAT_203, CAT_059, CAT_164",102,37
3798,"CAT_036, CAT_167, CAT_067, CAT_205, CAT_196, CAT_118",98,31
3799,"CAT_096, CAT_131, CAT_017, CAT_048, CAT_072, CAT_069",108,47
3800,"CAT_048, CAT_097, CAT_164, CAT_196, CAT_183, CAT_012",112,40
3801,"CAT_077, CAT_100, CAT_050, CAT_162, CAT_213",137,52
3802,"CAT_098, CAT_122, CAT_214, CAT_158",100,38
3803,"CAT_021, CAT_182, CAT_221, CAT_105",92,40
3804,"CAT_161, CAT_162, CAT_031, CAT_207",123,39
3805,"CAT_146, CAT_056, CAT_183, CAT_101",113,43
